74 44 1.0058
74 1363 0.9822
74 1364 1.1333
74 150 0.9067
74 141 0.7933
74 219 1.0200
74 188 0.9590
74 221 0.9067
74 55 0.9067
74 1366 1.1333
74 524 1.1333
88 438 0.5093
88 153 0.9955
88 736 1.0186
88 226 1.1460
88 1518 1.2733
88 204 0.7640
88 213 0.8489
88 1519 1.0186
88 72 1.2733
88 159 1.0186
88 504 1.2733
88 923 0.9337
88 695 0.7640
88 1516 1.1460
10 349 1.2798
10 218 1.1091
10 35 0.7679
10 20 1.2798
10 141 0.5972
10 220 1.0238
10 219 1.2798
10 83 1.0238
10 55 0.7679
10 244 0.7679
10 34 1.2798
10 30 1.1518
10 278 1.2158
59 58 0.9804
59 522 0.8235
59 20 0.9150
59 888 0.9608
59 141 1.0980
59 159 1.0431
59 34 1.0980
59 853 1.0980
59 894 0.8235
47 23 1.1436
47 218 1.0166
47 244 1.0166
47 239 1.1182
47 150 0.7624
47 80 1.0801
47 188 0.9403
47 141 1.0166
21 661 0.7119
21 665 1.1864
21 224 0.9492
21 662 1.1864
21 663 0.9492
21 301 1.0678
21 659 0.9492
42 126 0.9500
42 234 1.2500
42 106 0.9167
42 174 0.7000
42 203 1.1667
42 68 1.1500
42 599 1.1250
42 159 1.0208
78 126 1.1486
78 89 0.9189
78 44 1.0721
78 205 0.9189
78 193 0.8041
78 55 0.8423
98 23 1.1399
98 3 1.1399
98 153 1.1399
98 44 1.1399
98 524 0.9119
98 408 0.9119
98 653 0.9119
98 39 1.1399
98 195 0.9119
98 86 0.9119
98 321 0.9119
98 55 1.0639
98 222 0.9119
98 256 1.1399
98 356 1.1399
98 722 0.9119
98 367 0.9119
98 493 1.1399
98 193 0.9119
98 278 1.1399
98 35 0.9119
98 364 0.9119
14 153 1.0491
14 7 0.9442
14 20 0.9967
14 68 1.0491
14 52 1.0491
14 44 0.9497
15 572 1.0746
15 602 0.9552
15 188 1.0746
15 92 0.9552
15 472 1.0746
15 631 0.9552
79 89 0.9429
79 94 0.6286
79 244 1.0476
79 141 1.0197
79 1383 1.0476
79 377 1.0476
79 83 1.0476
79 26 0.6286
79 698 1.0476
94 176 1.0778
94 150 0.8084
94 646 1.0778
94 39 1.0778
94 1686 1.3473
94 188 1.1452
94 193 0.8802
94 196 0.9431
94 55 0.9880
53 89 1.0483
53 218 1.1648
53 153 1.0095
53 44 1.0483
53 106 1.0716
53 154 1.1648
53 188 0.8985
53 103 1.0483
53 163 0.9318
90 372 0.9538
90 44 1.1923
90 188 0.9936
90 159 0.9538
90 157 1.1923
90 55 1.0135
83 126 1.1607
83 143 0.9286
83 522 0.9286
83 1429 1.1607
83 398 0.9286
83 107 0.9286
83 78 0.9286
83 68 1.1607
83 30 0.9286
83 58 0.9286
83 947 1.0446
83 20 0.9286
83 132 1.1607
83 199 1.0640
83 135 0.9286
83 217 0.9286
83 188 1.1607
83 221 1.1607
83 193 0.6964
83 35 0.9286
83 89 0.9286
83 7 1.1607
83 244 0.9286
83 176 0.9286
83 150 1.1607
83 112 0.9286
20 7 1.0000
20 269 1.0000
20 174 1.0000
20 220 1.0000
20 203 1.0000
20 188 1.0000
20 68 1.0000
20 69 1.0000
20 52 1.0000
20 159 1.0000
96 505 1.1878
96 35 1.1878
96 89 1.0691
96 176 0.9978
96 150 0.7127
96 141 0.7127
96 78 0.7127
96 246 1.0691
96 58 1.1878
96 80 1.1403
96 55 0.6533
6 89 1.0239
6 55 0.9362
19 647 1.0329
19 651 1.0329
19 522 1.0329
19 649 1.0070
19 220 1.0329
19 509 1.0329
19 625 1.0329
19 55 0.9640
19 92 1.0329
19 222 0.9502
99 5 0.7181
99 106 1.0772
99 68 1.0323
99 33 1.0156
99 52 0.2154
99 1698 1.0772
99 1696 1.0772
16 58 1.1156
16 639 1.3946
16 45 0.8367
16 188 0.9961
16 294 1.3946
16 641 0.2789
16 437 1.1156
24 89 1.1111
24 176 1.0370
24 220 0.8889
24 188 1.0370
24 30 0.8889
49 58 1.0484
49 458 1.0484
49 663 0.7339
49 7 1.0484
49 132 1.0484
49 84 1.0484
49 55 0.9721
49 52 1.0484
49 159 1.0484
49 698 0.6290
62 364 1.0099
62 542 1.0099
62 174 1.0099
62 154 0.8079
62 571 1.0099
62 193 1.0099
62 142 0.9762
17 106 1.0115
17 55 0.9272
64 252 1.0482
64 258 1.0482
64 1317 1.0482
64 282 1.0482
64 55 1.0182
64 58 1.0182
64 314 0.8386
64 45 0.9317
64 256 1.0482
64 251 1.0482
64 20 0.9172
64 34 1.0063
64 187 1.0482
64 1316 1.0482
64 451 1.0482
64 162 0.9643
64 1115 1.0482
64 246 1.0482
75 153 1.0360
75 143 0.8806
75 269 1.0360
75 188 1.0360
75 680 1.0360
75 196 0.9842
75 7 1.0360
3 126 0.9341
3 124 0.8407
3 174 0.8407
3 117 0.8407
3 69 1.1209
3 52 1.1209
3 107 0.8407
3 132 1.0508
3 136 0.5604
3 158 1.1209
3 112 1.1909
3 161 0.5604
3 113 1.1209
3 150 0.8407
3 141 1.1209
3 188 1.0088
92 46 1.1230
92 1195 1.0107
92 55 0.8734
58 35 1.2500
58 1297 1.2500
28 218 1.0238
28 815 1.0238
28 398 1.0238
28 674 1.0238
28 462 1.0238
28 99 1.0238
28 746 1.0238
28 796 1.0238
28 69 1.0238
28 16 1.0238
28 297 1.0238
28 14 1.0238
28 805 1.0238
28 743 1.0238
28 243 1.0238
28 779 1.0238
28 192 1.0238
28 816 1.0238
28 792 1.0238
28 803 1.0238
28 278 0.9214
28 233 1.0238
28 811 1.0238
28 810 1.0238
28 141 0.2048
28 822 1.0238
28 754 1.0238
28 806 1.0238
56 137 0.9816
56 347 0.9816
56 23 1.2270
56 44 0.8589
56 256 1.1452
56 440 0.7362
56 150 1.0307
56 78 0.7362
56 106 1.0429
56 193 0.9816
56 92 0.9816
56 163 0.9816
65 68 1.0697
65 106 0.9841
65 174 0.9841
65 132 0.9627
65 188 0.9627
65 159 1.0697
65 55 0.8557
38 58 1.1187
38 78 0.9519
38 135 1.0739
38 238 0.8054
38 1050 1.3424
38 400 1.2082
38 1054 0.5370
38 197 0.9397
38 1055 1.0739
38 1049 1.0739
38 1051 0.8054
38 1053 0.8949
69 55 1.0056
69 44 0.8544
51 188 1.0302
85 106 0.8627
85 193 1.0903
85 399 1.0065
85 218 1.1323
60 367 1.1765
60 518 0.9748
60 647 1.1765
60 522 0.9882
60 176 1.1765
60 1302 0.9412
60 217 0.9412
60 150 0.9412
60 188 0.9412
60 509 1.1765
60 1303 1.1765
60 294 1.1765
60 55 1.0719
60 1060 1.0588
60 102 0.9412
7 126 1.0500
7 162 0.9450
7 218 0.9450
7 44 0.8400
7 106 1.0033
7 7 1.0500
7 220 1.0500
7 203 1.0500
7 62 1.0500
7 159 1.0500
7 52 1.0500
7 163 0.8400
34 130 0.8633
34 129 1.0791
34 124 1.0791
34 229 0.7914
34 132 1.0791
34 62 1.0791
34 188 1.0791
34 34 0.8094
34 278 0.8633
93 458 1.3934
93 218 1.1148
93 159 0.8361
93 52 1.1148
93 374 0.5574
93 389 1.1148
93 55 0.8361
93 132 1.1148
93 229 0.9290
93 83 1.1148
93 188 0.9290
93 349 1.2541
93 16 1.1148
93 150 0.6967
93 246 0.8361
61 89 1.0123
61 519 1.0545
61 1118 1.0123
61 55 1.0123
61 474 0.7593
73 142 1.0625
11 269 1.2188
11 436 1.0000
11 203 1.0000
11 68 0.9583
11 446 0.9545
23 667 1.0920
23 46 1.0115
23 106 0.6897
23 188 0.9195
23 163 0.6897
57 91 1.0421
57 87 0.9263
57 62 1.1579
57 188 1.0421
57 193 0.9634
57 73 0.9263
57 55 1.0035
36 126 1.0883
36 663 0.9463
36 153 1.1829
36 406 1.1829
36 1021 0.4732
36 631 1.0252
36 71 1.1829
36 968 0.9463
36 446 0.7097
36 142 0.8675
36 190 0.9463
36 449 1.1829
36 932 1.1829
36 159 0.8907
36 144 0.9463
36 614 0.9463
36 132 1.1829
36 223 1.1829
36 199 0.8280
36 971 0.9463
36 544 1.0646
36 938 1.1829
36 270 1.1829
36 135 1.1829
36 238 0.9463
36 952 1.1829
36 1011 1.1829
36 203 1.1829
36 202 0.7097
36 288 0.9463
36 996 0.9463
36 215 0.9463
36 548 1.0252
36 970 1.1829
36 263 0.9463
36 7 1.0883
36 1040 1.1829
36 965 1.1829
36 174 0.9759
36 184 1.1829
36 892 1.1829
36 1 1.1829
36 189 0.9463
36 1033 1.1829
36 106 0.8280
36 934 1.1829
36 609 1.0646
36 264 0.7097
100 879 1.0938
100 87 0.8750
100 224 1.0938
100 217 1.0938
100 1139 0.9479
100 1701 1.0938
100 62 1.0938
100 1702 1.0938
100 325 1.0938
100 303 1.0938
100 86 1.0938
100 1157 1.0938
100 695 0.5104
77 783 1.0352
77 278 1.0352
77 218 1.0352
77 45 1.0352
77 143 1.0352
77 106 1.0057
77 224 1.0352
77 998 1.0352
77 246 1.0352
77 44 1.0352
77 4 1.0352
77 244 1.0352
77 193 1.0352
77 34 1.0352
77 879 1.0352
22 126 1.0132
22 153 1.0132
22 667 1.0132
22 269 1.0132
22 682 1.0132
22 7 1.0132
22 675 1.0132
22 677 1.0132
22 679 1.0132
22 132 1.0132
22 142 1.0132
22 666 1.0132
87 639 1.1523
87 346 0.6745
87 312 1.2647
87 638 1.2647
87 246 1.1382
87 1510 1.2647
46 553 0.9329
46 89 1.0178
46 176 0.8360
46 1220 1.2722
46 246 0.7633
46 377 1.0178
46 68 1.2722
46 199 1.0178
46 69 1.2722
46 159 0.8269
97 668 1.2356
97 3 1.2356
97 218 0.7414
97 7 0.7414
97 256 0.9885
97 48 1.2356
97 106 1.2356
97 89 0.7414
97 132 0.8649
97 1689 1.2356
97 197 0.7414
97 203 0.7414
97 188 0.7414
97 193 1.2356
97 163 0.8402
97 667 1.2356
97 52 0.9885
89 162 1.1948
89 246 0.8961
89 346 0.8961
89 7 1.4935
89 176 0.9957
89 18 0.8961
89 363 1.1948
89 45 1.0952
89 294 1.4935
89 55 1.1948
8 35 0.9562
8 285 0.9635
8 264 1.1699
8 171 1.3764
37 176 0.9953
80 174 1.0384
80 199 1.0384
80 196 0.8380
80 55 1.0306
80 1407 1.0930
30 187 1.1659
30 23 1.1659
30 256 0.5830
30 176 1.1659
30 174 0.8550
30 72 1.1659
30 188 0.9561
30 55 0.9327
30 543 0.9327
30 80 0.6996
30 207 1.1659
81 488 0.9537
81 361 0.9537
81 793 1.1922
81 94 0.9537
81 88 0.9537
81 58 1.0332
81 519 1.0730
81 214 1.0014
81 1200 0.9537
81 11 1.1326
81 540 0.9537
81 1126 0.9537
81 220 0.9537
81 188 1.1127
81 40 0.7153
81 962 0.7153
81 92 1.1445
81 349 0.8941
81 18 0.7948
4 58 0.9448
4 25 1.0667
4 233 1.0667
4 176 1.0667
5 249 0.8636
5 252 0.9870
5 256 1.2338
5 258 0.8636
5 174 0.9253
5 80 1.1104
5 188 0.9870
5 159 0.9870
5 55 0.7403
5 142 1.2338
9 322 1.0185
9 294 1.0185
9 74 0.8148
9 320 1.0185
9 321 1.0185
76 58 1.0651
76 218 1.0651
76 55 0.8521
76 224 1.0651
76 20 1.0651
76 150 1.0651
76 192 0.8521
76 83 1.0651
76 188 1.0159
76 193 1.0651
76 84 0.6391
39 269 1.0733
39 229 0.6440
39 16 1.0733
39 20 0.9660
39 150 0.9742
39 34 0.8586
39 92 1.0733
54 1275 0.2558
54 20 1.2791
54 150 1.0233
54 856 0.5116
54 30 1.1085
54 859 1.0233
68 505 1.0939
68 637 0.7921
68 176 0.9053
68 1326 0.9053
68 1351 1.0561
68 148 1.1316
45 89 0.9109
45 218 1.1386
45 143 1.1386
45 7 1.1386
45 364 1.1386
45 106 0.9109
45 500 1.1386
45 44 1.1386
45 68 1.1386
45 473 1.1386
45 1210 0.9109
45 193 0.9543
45 52 1.1386
45 159 1.1386
45 1208 0.2277
82 24 0.8333
82 1415 0.8333
82 576 1.0417
82 141 0.8333
82 83 1.0000
82 1414 0.8333
82 559 0.9896
82 90 1.0417
82 188 1.0417
72 35 1.0232
72 502 1.0963
72 522 1.0963
72 176 1.0963
72 1195 0.8770
72 962 1.0963
72 55 0.9592
52 39 0.6862
52 23 1.1436
52 1106 1.1436
52 1233 1.1436
52 800 1.1436
52 94 0.7434
52 364 1.1436
52 940 1.1436
52 702 1.0293
52 674 1.0064
52 740 1.1436
52 202 0.9721
52 78 1.1436
52 244 0.9149
52 559 0.7319
52 1244 1.1436
27 347 1.1243
27 264 1.1243
27 78 1.1243
27 188 0.9812
27 199 1.0680
27 221 1.1243
27 193 1.0118
27 196 0.9315
27 294 1.1243
86 1491 1.0390
86 1502 1.0390
86 1475 1.0390
86 1500 1.0390
86 1497 1.0390
86 1487 1.0390
86 1441 1.0390
86 1446 1.0390
86 1454 1.0390
86 1121 1.0390
86 1481 1.0390
86 1462 1.0390
86 1485 1.0390
86 34 0.9796
86 1480 1.0390
86 187 1.0390
86 1456 1.0390
86 353 0.6234
86 1489 1.0390
86 405 0.6234
86 1493 1.0390
86 1496 1.0390
86 1498 1.0390
86 1298 1.0390
86 1473 0.8312
86 1444 1.0390
86 1499 1.0390
86 1461 1.0390
86 1474 1.0390
63 515 1.4062
63 943 0.6445
63 918 1.5938
32 505 1.2647
32 229 1.2647
32 80 1.0961
32 39 1.0118
32 506 1.2647
32 82 1.0961
32 242 0.9275
32 171 1.0118
41 58 1.0526
41 45 1.0526
41 956 1.0526
41 888 1.0335
41 246 1.0526
41 377 1.0526
41 34 1.0000
41 222 1.0175
95 347 1.2292
95 153 1.0536
95 143 0.7375
95 78 0.7375
95 159 0.9833
95 1688 0.7375
95 87 0.9833
95 722 1.2292
95 142 0.9014
95 20 1.1062
95 35 1.1062
95 141 1.1062
95 188 0.9833
95 602 0.4917
95 27 0.9833
95 281 0.9833
71 187 0.6382
71 256 1.0470
71 1357 1.1966
71 193 0.9573
71 55 1.0598
48 35 0.9111
48 33 0.9387
48 224 1.2148
48 229 0.9111
48 174 1.0022
48 78 0.9111
48 188 0.9111
48 412 1.2148
48 55 0.9111
55 1106 1.0069
55 188 0.9896
67 44 0.9081
67 106 0.9932
67 462 1.1351
67 174 0.8324
67 52 1.0216
67 135 1.1351
67 55 0.6811
67 1034 1.1351
67 7 1.1027
44 35 1.0000
44 611 0.9375
44 1205 1.2500
44 736 1.0833
44 1185 1.0000
44 126 1.2500
44 430 0.9500
29 349 1.0839
29 511 1.0839
29 218 0.8129
29 285 1.0839
29 224 1.0839
29 16 1.2645
29 150 0.8129
29 246 0.9032
29 39 1.3548
29 309 0.9484
29 78 0.9935
29 221 1.0839
29 55 0.2710
29 92 1.0839
40 408 1.2434
40 1061 1.2434
40 1059 1.2434
40 176 0.6217
40 1060 0.9947
40 360 1.2434
40 356 0.9947
40 399 1.2434
40 882 1.2434
40 188 0.9592
40 504 1.2434
40 86 1.2434
40 278 0.6217
40 55 0.9947
40 193 0.8704
40 142 0.7460
91 283 1.0459
91 35 0.9732
91 712 1.0459
91 826 1.0459
91 285 0.9762
91 533 1.0459
91 102 1.0459
91 87 1.0459
91 86 1.0459
91 196 1.0459
33 875 0.8785
33 349 1.0981
33 16 1.0981
33 868 0.9883
33 329 1.0981
33 717 1.0981
33 869 1.0981
33 202 1.0981
33 533 0.8785
33 229 0.8785
33 39 0.8785
33 188 1.0981
33 31 1.0981
33 873 1.0981
1 35 1.0048
1 23 1.0048
1 3 1.0048
1 7 1.0048
1 30 1.0048
1 38 1.0048
1 20 1.0048
